,utility_name,pwsid,effective_date,bill_frequency,bill_unit,usage_ccf,avg_household_size,et_amount,bill_type,service_charge,commodity_charge,bill,tier_starts,tier_0,tier_1,tier_2,tier_3,tier_4,tier_5,tier_6,tier_7,tier_8,tier_prices,tier_1_price,tier_2_price,tier_3_price,tier_4_price,tier_5_price,tier_6_price,tier_7_price,tier_8_price,median_income_category,approximate_median_income,check,bill_frequency_update,hh_sizes,reasonable_consumption_kgal,total_bill_by_hhsize,mean_bill,perc_MHI,MH
196,Brawley  City Of,CA1310001,7/1/2018,Monthly,converted to kgal,14,3.001063022,5.926891591,Uniform,38.24,18.95,57.19,NA,0,1.00E+05,1.00E+06,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,1.82,1.82,0,0,0,0,0,0,0,"$40,000 to $44,999",42500,1,Monthly,7,10.64583333,57.61541667,57.29904,1.617855247,4.801284722
197,Brea  City Of,CA3010002,7/1/2017,Monthly,converted to kgal,10.23176903,2.642483813,4.329518864,Tiered,15.93,36.99,52.92,0-11-21-30,0,8.228572,15.709092,22.44156,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,3.59-4.69-6.18-7.24,2.68550668,3.50836388,4.62296136,5.41589648,0,0,0,0,"$75,000 to $99,999",87500,1,Monthly,1,1.520833333,20.01420808,36.4831581,0.500340454,1.667850673
198,Brea  City Of,CA3010002,7/1/2017,Monthly,converted to kgal,10.23176903,2.642483813,4.329518864,Tiered,15.93,36.99,52.92,0-11-21-30,0,8.228572,15.709092,22.44156,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,3.59-4.69-6.18-7.24,2.68550668,3.50836388,4.62296136,5.41589648,0,0,0,0,"$75,000 to $99,999",87500,1,Monthly,2,3.041666667,24.09841615,36.4831581,0.500340454,2.008201346
199,Brea  City Of,CA3010002,7/1/2017,Monthly,converted to kgal,10.23176903,2.642483813,4.329518864,Tiered,15.93,36.99,52.92,0-11-21-30,0,8.228572,15.709092,22.44156,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,3.59-4.69-6.18-7.24,2.68550668,3.50836388,4.62296136,5.41589648,0,0,0,0,"$75,000 to $99,999",87500,1,Monthly,3,4.5625,28.18262423,36.4831581,0.500340454,2.348552019
200,Brea  City Of,CA3010002,7/1/2017,Monthly,converted to kgal,10.23176903,2.642483813,4.329518864,Tiered,15.93,36.99,52.92,0-11-21-30,0,8.228572,15.709092,22.44156,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,3.59-4.69-6.18-7.24,2.68550668,3.50836388,4.62296136,5.41589648,0,0,0,0,"$75,000 to $99,999",87500,1,Monthly,4,6.083333333,32.2668323,36.4831581,0.500340454,2.688902692
201,Brea  City Of,CA3010002,7/1/2017,Monthly,converted to kgal,10.23176903,2.642483813,4.329518864,Tiered,15.93,36.99,52.92,0-11-21-30,0,8.228572,15.709092,22.44156,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,3.59-4.69-6.18-7.24,2.68550668,3.50836388,4.62296136,5.41589648,0,0,0,0,"$75,000 to $99,999",87500,1,Monthly,5,7.604166667,36.35104038,36.4831581,0.500340454,3.029253365
202,Brea  City Of,CA3010002,7/1/2017,Monthly,converted to kgal,10.23176903,2.642483813,4.329518864,Tiered,15.93,36.99,52.92,0-11-21-30,0,8.228572,15.709092,22.44156,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,3.59-4.69-6.18-7.24,2.68550668,3.50836388,4.62296136,5.41589648,0,0,0,0,"$75,000 to $99,999",87500,1,Monthly,6,9.125,41.17288069,36.4831581,0.500340454,3.431073391
203,Brea  City Of,CA3010002,7/1/2017,Monthly,converted to kgal,10.23176903,2.642483813,4.329518864,Tiered,15.93,36.99,52.92,0-11-21-30,0,8.228572,15.709092,22.44156,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,3.59-4.69-6.18-7.24,2.68550668,3.50836388,4.62296136,5.41589648,0,0,0,0,"$75,000 to $99,999",87500,1,Monthly,7,10.64583333,46.50851742,36.4831581,0.500340454,3.875709785
204,Brentwood City of,CA0710004,7/1/2016,monthly,converted to kgal,11.32522603,2.673679868,4.692211591,Tiered,29.83,43.82,73.65,0-6-15-22,0,4.488312,11.22078,16.457144,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,2.49-4.96-5.93-6.52,1.86264948,3.71033792,4.43594836,4.87729904,0,0,0,0,"$60,000 to $74,999",67500,1,Monthly,1,1.520833333,32.66277942,52.96826866,0.94165811,2.721898285
205,Brentwood City of,CA0710004,7/1/2016,monthly,converted to kgal,11.32522603,2.673679868,4.692211591,Tiered,29.83,43.82,73.65,0-6-15-22,0,4.488312,11.22078,16.457144,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,2.49-4.96-5.93-6.52,1.86264948,3.71033792,4.43594836,4.87729904,0,0,0,0,"$60,000 to $74,999",67500,1,Monthly,2,3.041666667,35.49555884,52.96826866,0.94165811,2.957963236
206,Brentwood City of,CA0710004,7/1/2016,monthly,converted to kgal,11.32522603,2.673679868,4.692211591,Tiered,29.83,43.82,73.65,0-6-15-22,0,4.488312,11.22078,16.457144,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,2.49-4.96-5.93-6.52,1.86264948,3.71033792,4.43594836,4.87729904,0,0,0,0,"$60,000 to $74,999",67500,1,Monthly,3,4.5625,38.46541456,52.96826866,0.94165811,3.205451214
207,Brentwood City of,CA0710004,7/1/2016,monthly,converted to kgal,11.32522603,2.673679868,4.692211591,Tiered,29.83,43.82,73.65,0-6-15-22,0,4.488312,11.22078,16.457144,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,2.49-4.96-5.93-6.52,1.86264948,3.71033792,4.43594836,4.87729904,0,0,0,0,"$60,000 to $74,999",67500,1,Monthly,4,6.083333333,44.10822015,52.96826866,0.94165811,3.675685012
208,Brentwood City of,CA0710004,7/1/2016,monthly,converted to kgal,11.32522603,2.673679868,4.692211591,Tiered,29.83,43.82,73.65,0-6-15-22,0,4.488312,11.22078,16.457144,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,2.49-4.96-5.93-6.52,1.86264948,3.71033792,4.43594836,4.87729904,0,0,0,0,"$60,000 to $74,999",67500,1,Monthly,5,7.604166667,49.75102574,52.96826866,0.94165811,4.145918811
209,Brentwood City of,CA0710004,7/1/2016,monthly,converted to kgal,11.32522603,2.673679868,4.692211591,Tiered,29.83,43.82,73.65,0-6-15-22,0,4.488312,11.22078,16.457144,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,2.49-4.96-5.93-6.52,1.86264948,3.71033792,4.43594836,4.87729904,0,0,0,0,"$60,000 to $74,999",67500,1,Monthly,6,9.125,55.39383132,52.96826866,0.94165811,4.61615261
210,Brentwood City of,CA0710004,7/1/2016,monthly,converted to kgal,11.32522603,2.673679868,4.692211591,Tiered,29.83,43.82,73.65,0-6-15-22,0,4.488312,11.22078,16.457144,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,2.49-4.96-5.93-6.52,1.86264948,3.71033792,4.43594836,4.87729904,0,0,0,0,"$60,000 to $74,999",67500,1,Monthly,7,10.64583333,61.03663691,52.96826866,0.94165811,5.086386409
211,Buena Park  City Of,CA3010003,1/1/2018,Monthly,converted to kgal,11,3.200541574,4.258259773,Uniform,38.61,17.49,56.1,NA,0,1.00E+05,1.00E+06,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,2.21,2.21,0,0,0,0,0,0,0,"$60,000 to $74,999",67500,1,Monthly,1,1.520833333,41.97104167,56.79388,1.009668978,3.497586806
212,Buena Park  City Of,CA3010003,1/1/2018,Monthly,converted to kgal,11,3.200541574,4.258259773,Uniform,38.61,17.49,56.1,NA,0,1.00E+05,1.00E+06,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,2.21,2.21,0,0,0,0,0,0,0,"$60,000 to $74,999",67500,1,Monthly,2,3.041666667,45.33208333,56.79388,1.009668978,3.777673611
213,Buena Park  City Of,CA3010003,1/1/2018,Monthly,converted to kgal,11,3.200541574,4.258259773,Uniform,38.61,17.49,56.1,NA,0,1.00E+05,1.00E+06,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,2.21,2.21,0,0,0,0,0,0,0,"$60,000 to $74,999",67500,1,Monthly,3,4.5625,48.693125,56.79388,1.009668978,4.057760417
214,Buena Park  City Of,CA3010003,1/1/2018,Monthly,converted to kgal,11,3.200541574,4.258259773,Uniform,38.61,17.49,56.1,NA,0,1.00E+05,1.00E+06,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,2.21,2.21,0,0,0,0,0,0,0,"$60,000 to $74,999",67500,1,Monthly,4,6.083333333,52.05416667,56.79388,1.009668978,4.337847222
215,Buena Park  City Of,CA3010003,1/1/2018,Monthly,converted to kgal,11,3.200541574,4.258259773,Uniform,38.61,17.49,56.1,NA,0,1.00E+05,1.00E+06,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,2.21,2.21,0,0,0,0,0,0,0,"$60,000 to $74,999",67500,1,Monthly,5,7.604166667,55.41520833,56.79388,1.009668978,4.617934028
216,Buena Park  City Of,CA3010003,1/1/2018,Monthly,converted to kgal,11,3.200541574,4.258259773,Uniform,38.61,17.49,56.1,NA,0,1.00E+05,1.00E+06,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,2.21,2.21,0,0,0,0,0,0,0,"$60,000 to $74,999",67500,1,Monthly,6,9.125,58.77625,56.79388,1.009668978,4.898020833
217,Buena Park  City Of,CA3010003,1/1/2018,Monthly,converted to kgal,11,3.200541574,4.258259773,Uniform,38.61,17.49,56.1,NA,0,1.00E+05,1.00E+06,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,2.21,2.21,0,0,0,0,0,0,0,"$60,000 to $74,999",67500,1,Monthly,7,10.64583333,62.13729167,56.79388,1.009668978,5.178107639
218,Burbank City of,CA1910179,1/2/2017,monthly,converted to kgal,9.190478485,2.359143922,4.774429091,Tiered,12.29,11.55,39.37,0-16-31,0,11.968832,23.189612,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,1.257-1.548-1.948,0.940301364,1.157984496,1.457205296,0,0,0,0,0,"$60,000 to $74,999",67500,0,Monthly,1,1.520833333,13.72004166,18.75408095,0.333405884,1.143336805
219,Burbank City of,CA1910179,1/2/2017,monthly,converted to kgal,9.190478485,2.359143922,4.774429091,Tiered,12.29,11.55,39.37,0-16-31,0,11.968832,23.189612,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,1.257-1.548-1.948,0.940301364,1.157984496,1.457205296,0,0,0,0,0,"$60,000 to $74,999",67500,0,Monthly,2,3.041666667,15.15008332,18.75408095,0.333405884,1.262506943
220,Burbank City of,CA1910179,1/2/2017,monthly,converted to kgal,9.190478485,2.359143922,4.774429091,Tiered,12.29,11.55,39.37,0-16-31,0,11.968832,23.189612,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,1.257-1.548-1.948,0.940301364,1.157984496,1.457205296,0,0,0,0,0,"$60,000 to $74,999",67500,0,Monthly,3,4.5625,16.58012497,18.75408095,0.333405884,1.381677081
221,Burbank City of,CA1910179,1/2/2017,monthly,converted to kgal,9.190478485,2.359143922,4.774429091,Tiered,12.29,11.55,39.37,0-16-31,0,11.968832,23.189612,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,1.257-1.548-1.948,0.940301364,1.157984496,1.457205296,0,0,0,0,0,"$60,000 to $74,999",67500,0,Monthly,4,6.083333333,18.01016663,18.75408095,0.333405884,1.500847219
222,Burbank City of,CA1910179,1/2/2017,monthly,converted to kgal,9.190478485,2.359143922,4.774429091,Tiered,12.29,11.55,39.37,0-16-31,0,11.968832,23.189612,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,1.257-1.548-1.948,0.940301364,1.157984496,1.457205296,0,0,0,0,0,"$60,000 to $74,999",67500,0,Monthly,5,7.604166667,19.44020829,18.75408095,0.333405884,1.620017357
223,Burbank City of,CA1910179,1/2/2017,monthly,converted to kgal,9.190478485,2.359143922,4.774429091,Tiered,12.29,11.55,39.37,0-16-31,0,11.968832,23.189612,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,1.257-1.548-1.948,0.940301364,1.157984496,1.457205296,0,0,0,0,0,"$60,000 to $74,999",67500,0,Monthly,6,9.125,20.87024995,18.75408095,0.333405884,1.739187496
224,Burbank City of,CA1910179,1/2/2017,monthly,converted to kgal,9.190478485,2.359143922,4.774429091,Tiered,12.29,11.55,39.37,0-16-31,0,11.968832,23.189612,1.00E+07,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,1.257-1.548-1.948,0.940301364,1.157984496,1.457205296,0,0,0,0,0,"$60,000 to $74,999",67500,0,Monthly,7,10.64583333,22.3002916,18.75408095,0.333405884,1.858357634
225,Burlingame City Of,CA4110003,1/1/2017,Bi-Monthly,converted to kgal,6,2.344458538,8.034942381,Tiered,36.36,21.79,39.97,0-4-8-16-24,0,2,4,8,12,1.00E+09,1.00E+10,1.00E+11,1.00E+12,8.47-9.5-10.54-11.58-12.61,8.47,9.5,10.54,11.58,12.61,0,0,0,"$100,000 to $124,999",112500,0,Monthly,1,1.520833333,49.24145833,77.44352,0.826064213,4.103454861
226,Burlingame City Of,CA4110003,1/1/2017,Bi-Monthly,converted to kgal,6,2.344458538,8.034942381,Tiered,36.36,21.79,39.97,0-4-8-16-24,0,2,4,8,12,1.00E+09,1.00E+10,1.00E+11,1.00E+12,8.47-9.5-10.54-11.58-12.61,8.47,9.5,10.54,11.58,12.61,0,0,0,"$100,000 to $124,999",112500,0,Monthly,2,3.041666667,63.19583333,77.44352,0.826064213,5.266319444
227,Burlingame City Of,CA4110003,1/1/2017,Bi-Monthly,converted to kgal,6,2.344458538,8.034942381,Tiered,36.36,21.79,39.97,0-4-8-16-24,0,2,4,8,12,1.00E+09,1.00E+10,1.00E+11,1.00E+12,8.47-9.5-10.54-11.58-12.61,8.47,9.5,10.54,11.58,12.61,0,0,0,"$100,000 to $124,999",112500,0,Monthly,3,4.5625,78.22875,77.44352,0.826064213,6.5190625
228,Burlingame City Of,CA4110003,1/1/2017,Bi-Monthly,converted to kgal,6,2.344458538,8.034942381,Tiered,36.36,21.79,39.97,0-4-8-16-24,0,2,4,8,12,1.00E+09,1.00E+10,1.00E+11,1.00E+12,8.47-9.5-10.54-11.58-12.61,8.47,9.5,10.54,11.58,12.61,0,0,0,"$100,000 to $124,999",112500,0,Monthly,4,6.083333333,94.25833333,77.44352,0.826064213,7.854861111
229,Burlingame City Of,CA4110003,1/1/2017,Bi-Monthly,converted to kgal,6,2.344458538,8.034942381,Tiered,36.36,21.79,39.97,0-4-8-16-24,0,2,4,8,12,1.00E+09,1.00E+10,1.00E+11,1.00E+12,8.47-9.5-10.54-11.58-12.61,8.47,9.5,10.54,11.58,12.61,0,0,0,"$100,000 to $124,999",112500,0,Monthly,5,7.604166667,110.2879167,77.44352,0.826064213,9.190659722
230,Burlingame City Of,CA4110003,1/1/2017,Bi-Monthly,converted to kgal,6,2.344458538,8.034942381,Tiered,36.36,21.79,39.97,0-4-8-16-24,0,2,4,8,12,1.00E+09,1.00E+10,1.00E+11,1.00E+12,8.47-9.5-10.54-11.58-12.61,8.47,9.5,10.54,11.58,12.61,0,0,0,"$100,000 to $124,999",112500,0,Monthly,6,9.125,127.4875,77.44352,0.826064213,10.62395833
231,Burlingame City Of,CA4110003,1/1/2017,Bi-Monthly,converted to kgal,6,2.344458538,8.034942381,Tiered,36.36,21.79,39.97,0-4-8-16-24,0,2,4,8,12,1.00E+09,1.00E+10,1.00E+11,1.00E+12,8.47-9.5-10.54-11.58-12.61,8.47,9.5,10.54,11.58,12.61,0,0,0,"$100,000 to $124,999",112500,0,Monthly,7,10.64583333,145.09875,77.44352,0.826064213,12.0915625
232,Calaveras County Water District,CA0510004,9/1/2017,Bi-Monthly,converted to kgal,15,3,8,Tiered,85.17,5.76,48.345,0-15-90-180,0,5.61039,33.66234,67.32468,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,0-1.44-1.8-2.3,0,1.07719488,1.3464936,1.7205196,0,0,0,0,NA,NA,0,Monthly,1,1.520833333,85.17,91.21264317,NA,7.0975
233,Calaveras County Water District,CA0510004,9/1/2017,Bi-Monthly,converted to kgal,15,3,8,Tiered,85.17,5.76,48.345,0-15-90-180,0,5.61039,33.66234,67.32468,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,0-1.44-1.8-2.3,0,1.07719488,1.3464936,1.7205196,0,0,0,0,NA,NA,0,Monthly,2,3.041666667,85.17,91.21264317,NA,7.0975
234,Calaveras County Water District,CA0510004,9/1/2017,Bi-Monthly,converted to kgal,15,3,8,Tiered,85.17,5.76,48.345,0-15-90-180,0,5.61039,33.66234,67.32468,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,0-1.44-1.8-2.3,0,1.07719488,1.3464936,1.7205196,0,0,0,0,NA,NA,0,Monthly,3,4.5625,85.17,91.21264317,NA,7.0975
235,Calaveras County Water District,CA0510004,9/1/2017,Bi-Monthly,converted to kgal,15,3,8,Tiered,85.17,5.76,48.345,0-15-90-180,0,5.61039,33.66234,67.32468,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,0-1.44-1.8-2.3,0,1.07719488,1.3464936,1.7205196,0,0,0,0,NA,NA,0,Monthly,4,6.083333333,85.67945214,91.21264317,NA,7.139954345
236,Calaveras County Water District,CA0510004,9/1/2017,Bi-Monthly,converted to kgal,15,3,8,Tiered,85.17,5.76,48.345,0-15-90-180,0,5.61039,33.66234,67.32468,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,0-1.44-1.8-2.3,0,1.07719488,1.3464936,1.7205196,0,0,0,0,NA,NA,0,Monthly,5,7.604166667,87.31768602,91.21264317,NA,7.276473835
237,Calaveras County Water District,CA0510004,9/1/2017,Bi-Monthly,converted to kgal,15,3,8,Tiered,85.17,5.76,48.345,0-15-90-180,0,5.61039,33.66234,67.32468,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,0-1.44-1.8-2.3,0,1.07719488,1.3464936,1.7205196,0,0,0,0,NA,NA,0,Monthly,6,9.125,88.9559199,91.21264317,NA,7.412993325
238,Calaveras County Water District,CA0510004,9/1/2017,Bi-Monthly,converted to kgal,15,3,8,Tiered,85.17,5.76,48.345,0-15-90-180,0,5.61039,33.66234,67.32468,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,0-1.44-1.8-2.3,0,1.07719488,1.3464936,1.7205196,0,0,0,0,NA,NA,0,Monthly,7,10.64583333,90.59415378,91.21264317,NA,7.549512815
232,Calaveras County Water District,CA0510017,9/1/2017,Bi-Monthly,converted to kgal,15,3,8,Tiered,85.17,5.76,48.345,0-15-90-180,0,5.61039,33.66234,67.32468,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,0-1.44-1.8-2.3,0,1.07719488,1.3464936,1.7205196,0,0,0,0,NA,NA,0,Monthly,1,1.520833333,85.17,91.21264317,NA,7.0975
233,Calaveras County Water District,CA0510017,9/1/2017,Bi-Monthly,converted to kgal,15,3,8,Tiered,85.17,5.76,48.345,0-15-90-180,0,5.61039,33.66234,67.32468,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,0-1.44-1.8-2.3,0,1.07719488,1.3464936,1.7205196,0,0,0,0,NA,NA,0,Monthly,2,3.041666667,85.17,91.21264317,NA,7.0975
234,Calaveras County Water District,CA0510017,9/1/2017,Bi-Monthly,converted to kgal,15,3,8,Tiered,85.17,5.76,48.345,0-15-90-180,0,5.61039,33.66234,67.32468,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,0-1.44-1.8-2.3,0,1.07719488,1.3464936,1.7205196,0,0,0,0,NA,NA,0,Monthly,3,4.5625,85.17,91.21264317,NA,7.0975
235,Calaveras County Water District,CA0510017,9/1/2017,Bi-Monthly,converted to kgal,15,3,8,Tiered,85.17,5.76,48.345,0-15-90-180,0,5.61039,33.66234,67.32468,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,0-1.44-1.8-2.3,0,1.07719488,1.3464936,1.7205196,0,0,0,0,NA,NA,0,Monthly,4,6.083333333,85.67945214,91.21264317,NA,7.139954345
236,Calaveras County Water District,CA0510017,9/1/2017,Bi-Monthly,converted to kgal,15,3,8,Tiered,85.17,5.76,48.345,0-15-90-180,0,5.61039,33.66234,67.32468,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,0-1.44-1.8-2.3,0,1.07719488,1.3464936,1.7205196,0,0,0,0,NA,NA,0,Monthly,5,7.604166667,87.31768602,91.21264317,NA,7.276473835
237,Calaveras County Water District,CA0510017,9/1/2017,Bi-Monthly,converted to kgal,15,3,8,Tiered,85.17,5.76,48.345,0-15-90-180,0,5.61039,33.66234,67.32468,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,0-1.44-1.8-2.3,0,1.07719488,1.3464936,1.7205196,0,0,0,0,NA,NA,0,Monthly,6,9.125,88.9559199,91.21264317,NA,7.412993325
238,Calaveras County Water District,CA0510005,9/1/2017,Bi-Monthly,converted to kgal,15,3,8,Tiered,85.17,5.76,48.345,0-15-90-180,0,5.61039,33.66234,67.32468,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,0-1.44-1.8-2.3,0,1.07719488,1.3464936,1.7205196,0,0,0,0,NA,NA,0,Monthly,7,10.64583333,90.59415378,91.21264317,NA,7.549512815
232,Calaveras County Water District,CA0510005,9/1/2017,Bi-Monthly,converted to kgal,15,3,8,Tiered,85.17,5.76,48.345,0-15-90-180,0,5.61039,33.66234,67.32468,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,0-1.44-1.8-2.3,0,1.07719488,1.3464936,1.7205196,0,0,0,0,NA,NA,0,Monthly,1,1.520833333,85.17,91.21264317,NA,7.0975
233,Calaveras County Water District,CA0510005,9/1/2017,Bi-Monthly,converted to kgal,15,3,8,Tiered,85.17,5.76,48.345,0-15-90-180,0,5.61039,33.66234,67.32468,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,0-1.44-1.8-2.3,0,1.07719488,1.3464936,1.7205196,0,0,0,0,NA,NA,0,Monthly,2,3.041666667,85.17,91.21264317,NA,7.0975
234,Calaveras County Water District,CA0510005,9/1/2017,Bi-Monthly,converted to kgal,15,3,8,Tiered,85.17,5.76,48.345,0-15-90-180,0,5.61039,33.66234,67.32468,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,0-1.44-1.8-2.3,0,1.07719488,1.3464936,1.7205196,0,0,0,0,NA,NA,0,Monthly,3,4.5625,85.17,91.21264317,NA,7.0975
235,Calaveras County Water District,CA0510005,9/1/2017,Bi-Monthly,converted to kgal,15,3,8,Tiered,85.17,5.76,48.345,0-15-90-180,0,5.61039,33.66234,67.32468,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,0-1.44-1.8-2.3,0,1.07719488,1.3464936,1.7205196,0,0,0,0,NA,NA,0,Monthly,4,6.083333333,85.67945214,91.21264317,NA,7.139954345
236,Calaveras County Water District,CA0510005,9/1/2017,Bi-Monthly,converted to kgal,15,3,8,Tiered,85.17,5.76,48.345,0-15-90-180,0,5.61039,33.66234,67.32468,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,0-1.44-1.8-2.3,0,1.07719488,1.3464936,1.7205196,0,0,0,0,NA,NA,0,Monthly,5,7.604166667,87.31768602,91.21264317,NA,7.276473835
237,Calaveras County Water District,CA0510005,9/1/2017,Bi-Monthly,converted to kgal,15,3,8,Tiered,85.17,5.76,48.345,0-15-90-180,0,5.61039,33.66234,67.32468,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,0-1.44-1.8-2.3,0,1.07719488,1.3464936,1.7205196,0,0,0,0,NA,NA,0,Monthly,6,9.125,88.9559199,91.21264317,NA,7.412993325
238,Calaveras County Water District,CA0510006,9/1/2017,Bi-Monthly,converted to kgal,15,3,8,Tiered,85.17,5.76,48.345,0-15-90-180,0,5.61039,33.66234,67.32468,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,0-1.44-1.8-2.3,0,1.07719488,1.3464936,1.7205196,0,0,0,0,NA,NA,0,Monthly,7,10.64583333,90.59415378,91.21264317,NA,7.549512815
232,Calaveras County Water District,CA0510006,9/1/2017,Bi-Monthly,converted to kgal,15,3,8,Tiered,85.17,5.76,48.345,0-15-90-180,0,5.61039,33.66234,67.32468,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,0-1.44-1.8-2.3,0,1.07719488,1.3464936,1.7205196,0,0,0,0,NA,NA,0,Monthly,1,1.520833333,85.17,91.21264317,NA,7.0975
233,Calaveras County Water District,CA0510006,9/1/2017,Bi-Monthly,converted to kgal,15,3,8,Tiered,85.17,5.76,48.345,0-15-90-180,0,5.61039,33.66234,67.32468,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,0-1.44-1.8-2.3,0,1.07719488,1.3464936,1.7205196,0,0,0,0,NA,NA,0,Monthly,2,3.041666667,85.17,91.21264317,NA,7.0975
234,Calaveras County Water District,CA0510006,9/1/2017,Bi-Monthly,converted to kgal,15,3,8,Tiered,85.17,5.76,48.345,0-15-90-180,0,5.61039,33.66234,67.32468,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,0-1.44-1.8-2.3,0,1.07719488,1.3464936,1.7205196,0,0,0,0,NA,NA,0,Monthly,3,4.5625,85.17,91.21264317,NA,7.0975
235,Calaveras County Water District,CA0510006,9/1/2017,Bi-Monthly,converted to kgal,15,3,8,Tiered,85.17,5.76,48.345,0-15-90-180,0,5.61039,33.66234,67.32468,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,0-1.44-1.8-2.3,0,1.07719488,1.3464936,1.7205196,0,0,0,0,NA,NA,0,Monthly,4,6.083333333,85.67945214,91.21264317,NA,7.139954345
236,Calaveras County Water District,CA0510006,9/1/2017,Bi-Monthly,converted to kgal,15,3,8,Tiered,85.17,5.76,48.345,0-15-90-180,0,5.61039,33.66234,67.32468,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,0-1.44-1.8-2.3,0,1.07719488,1.3464936,1.7205196,0,0,0,0,NA,NA,0,Monthly,5,7.604166667,87.31768602,91.21264317,NA,7.276473835
237,Calaveras County Water District,CA0510006,9/1/2017,Bi-Monthly,converted to kgal,15,3,8,Tiered,85.17,5.76,48.345,0-15-90-180,0,5.61039,33.66234,67.32468,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,0-1.44-1.8-2.3,0,1.07719488,1.3464936,1.7205196,0,0,0,0,NA,NA,0,Monthly,6,9.125,88.9559199,91.21264317,NA,7.412993325
238,Calaveras County Water District,CA0510006,9/1/2017,Bi-Monthly,converted to kgal,15,3,8,Tiered,85.17,5.76,48.345,0-15-90-180,0,5.61039,33.66234,67.32468,1.00E+08,1.00E+09,1.00E+10,1.00E+11,1.00E+12,0-1.44-1.8-2.3,0,1.07719488,1.3464936,1.7205196,0,0,0,0,NA,NA,0,Monthly,7,10.64583333,90.59415378,91.21264317,NA,7.549512815
