utility_name,pwsid,effective_date,bill_frequency,bill_unit,usage_ccf,avg_household_size,et_amount,bill_type,service_charge,commodity_charge,bill,tier_starts,tier_0,tier_prices,median_income_category,approximate_median_income,check,bill_frequency_update,Tier_number,Tier_price,Tier_volume
California Water Service Company Westlake,CA5610016,4/15/2017,monthly,converted to kgal,21.22281533,2.351360947,4.663308409,Tiered,39.98,96.6,136.58,0-14-45,0,4.2435-5.0389-5.5726,"$100,000 to $124,999",112500,0,Monthly,8,NA,NA
California Water Service Company Willows,CA1110003,1/1/2017,monthly,converted to kgal,10.40708026,2.487084871,4.377197614,Tiered,52.59,20.95,73.54,0-9-26,0,1.9794-2.1263-2.2929,"$35,000 to $39,999",37500,1,Monthly,1,1.480694129,6.732468
California Water Service Company Willows,CA1110003,1/1/2017,monthly,converted to kgal,10.40708026,2.487084871,4.377197614,Tiered,52.59,20.95,73.54,0-9-26,0,1.9794-2.1263-2.2929,"$35,000 to $39,999",37500,1,Monthly,2,1.590582968,19.449352
California Water Service Company Willows,CA1110003,1/1/2017,monthly,converted to kgal,10.40708026,2.487084871,4.377197614,Tiered,52.59,20.95,73.54,0-9-26,0,1.9794-2.1263-2.2929,"$35,000 to $39,999",37500,1,Monthly,3,1.715208431,NA
California Water Service Company Willows,CA1110003,1/1/2017,monthly,converted to kgal,10.40708026,2.487084871,4.377197614,Tiered,52.59,20.95,73.54,0-9-26,0,1.9794-2.1263-2.2929,"$35,000 to $39,999",37500,1,Monthly,4,NA,NA
California Water Service Company Willows,CA1110003,1/1/2017,monthly,converted to kgal,10.40708026,2.487084871,4.377197614,Tiered,52.59,20.95,73.54,0-9-26,0,1.9794-2.1263-2.2929,"$35,000 to $39,999",37500,1,Monthly,5,NA,NA
California Water Service Company Willows,CA1110003,1/1/2017,monthly,converted to kgal,10.40708026,2.487084871,4.377197614,Tiered,52.59,20.95,73.54,0-9-26,0,1.9794-2.1263-2.2929,"$35,000 to $39,999",37500,1,Monthly,6,NA,NA
California Water Service Company Willows,CA1110003,1/1/2017,monthly,converted to kgal,10.40708026,2.487084871,4.377197614,Tiered,52.59,20.95,73.54,0-9-26,0,1.9794-2.1263-2.2929,"$35,000 to $39,999",37500,1,Monthly,7,NA,NA
California Water Service Company Willows,CA1110003,1/1/2017,monthly,converted to kgal,10.40708026,2.487084871,4.377197614,Tiered,52.59,20.95,73.54,0-9-26,0,1.9794-2.1263-2.2929,"$35,000 to $39,999",37500,1,Monthly,8,NA,NA
California-American Water Company San Diego District,CA3710001,1/1/2018,Monthly,converted to kgal,7,2.861937128,4.248764318,Tiered,11.1,34.41,45.51,0-6-11-22,0,6.386-7.299-10.747-14.217,"$50,000 to $59,999",55000,0,Monthly,1,6.386,6
California-American Water Company San Diego District,CA3710001,1/1/2018,Monthly,converted to kgal,7,2.861937128,4.248764318,Tiered,11.1,34.41,45.51,0-6-11-22,0,6.386-7.299-10.747-14.217,"$50,000 to $59,999",55000,0,Monthly,2,7.299,11
California-American Water Company San Diego District,CA3710001,1/1/2018,Monthly,converted to kgal,7,2.861937128,4.248764318,Tiered,11.1,34.41,45.51,0-6-11-22,0,6.386-7.299-10.747-14.217,"$50,000 to $59,999",55000,0,Monthly,3,10.747,22
California-American Water Company San Diego District,CA3710001,1/1/2018,Monthly,converted to kgal,7,2.861937128,4.248764318,Tiered,11.1,34.41,45.51,0-6-11-22,0,6.386-7.299-10.747-14.217,"$50,000 to $59,999",55000,0,Monthly,4,14.217,NA
California-American Water Company San Diego District,CA3710001,1/1/2018,Monthly,converted to kgal,7,2.861937128,4.248764318,Tiered,11.1,34.41,45.51,0-6-11-22,0,6.386-7.299-10.747-14.217,"$50,000 to $59,999",55000,0,Monthly,5,NA,NA
California-American Water Company San Diego District,CA3710001,1/1/2018,Monthly,converted to kgal,7,2.861937128,4.248764318,Tiered,11.1,34.41,45.51,0-6-11-22,0,6.386-7.299-10.747-14.217,"$50,000 to $59,999",55000,0,Monthly,6,NA,NA
California-American Water Company San Diego District,CA3710001,1/1/2018,Monthly,converted to kgal,7,2.861937128,4.248764318,Tiered,11.1,34.41,45.51,0-6-11-22,0,6.386-7.299-10.747-14.217,"$50,000 to $59,999",55000,0,Monthly,7,NA,NA
California-American Water Company San Diego District,CA3710001,1/1/2018,Monthly,converted to kgal,7,2.861937128,4.248764318,Tiered,11.1,34.41,45.51,0-6-11-22,0,6.386-7.299-10.747-14.217,"$50,000 to $59,999",55000,0,Monthly,8,NA,NA
Camarillo  City Of,CA5610019,1/1/2018,Monthly,converted to kgal,9.45187845,2.716801386,4.396926591,Tiered,23.11,15.62,38.73,0-10-19-25,0,1.55-3.69-4.68-6.52,"$75,000 to $99,999",87500,1,Monthly,1,1.1594806,7.48052
Camarillo  City Of,CA5610019,1/1/2018,Monthly,converted to kgal,9.45187845,2.716801386,4.396926591,Tiered,23.11,15.62,38.73,0-10-19-25,0,1.55-3.69-4.68-6.52,"$75,000 to $99,999",87500,1,Monthly,2,2.76031188,14.212988
Camarillo  City Of,CA5610019,1/1/2018,Monthly,converted to kgal,9.45187845,2.716801386,4.396926591,Tiered,23.11,15.62,38.73,0-10-19-25,0,1.55-3.69-4.68-6.52,"$75,000 to $99,999",87500,1,Monthly,3,3.50088336,18.7013
Camarillo  City Of,CA5610019,1/1/2018,Monthly,converted to kgal,9.45187845,2.716801386,4.396926591,Tiered,23.11,15.62,38.73,0-10-19-25,0,1.55-3.69-4.68-6.52,"$75,000 to $99,999",87500,1,Monthly,4,4.87729904,NA
Camarillo  City Of,CA5610019,1/1/2018,Monthly,converted to kgal,9.45187845,2.716801386,4.396926591,Tiered,23.11,15.62,38.73,0-10-19-25,0,1.55-3.69-4.68-6.52,"$75,000 to $99,999",87500,1,Monthly,5,NA,NA
Camarillo  City Of,CA5610019,1/1/2018,Monthly,converted to kgal,9.45187845,2.716801386,4.396926591,Tiered,23.11,15.62,38.73,0-10-19-25,0,1.55-3.69-4.68-6.52,"$75,000 to $99,999",87500,1,Monthly,6,NA,NA
Camarillo  City Of,CA5610019,1/1/2018,Monthly,converted to kgal,9.45187845,2.716801386,4.396926591,Tiered,23.11,15.62,38.73,0-10-19-25,0,1.55-3.69-4.68-6.52,"$75,000 to $99,999",87500,1,Monthly,7,NA,NA
Camarillo  City Of,CA5610019,1/1/2018,Monthly,converted to kgal,9.45187845,2.716801386,4.396926591,Tiered,23.11,15.62,38.73,0-10-19-25,0,1.55-3.69-4.68-6.52,"$75,000 to $99,999",87500,1,Monthly,8,NA,NA
Cambria Community Services District,CA4010014,3/1/2017,Bi-Monthly,converted to kgal,4,2.149224806,8.746400909,Tiered,13.26,13.795,20.425,0-5-17,0,6.76-8.84-9.87,"$50,000 to $59,999",55000,0,Monthly,1,5.05683152,1.87013
Cambria Community Services District,CA4010014,3/1/2017,Bi-Monthly,converted to kgal,4,2.149224806,8.746400909,Tiered,13.26,13.795,20.425,0-5-17,0,6.76-8.84-9.87,"$50,000 to $59,999",55000,0,Monthly,2,6.61277968,6.358442
Cambria Community Services District,CA4010014,3/1/2017,Bi-Monthly,converted to kgal,4,2.149224806,8.746400909,Tiered,13.26,13.795,20.425,0-5-17,0,6.76-8.84-9.87,"$50,000 to $59,999",55000,0,Monthly,3,7.38327324,NA
Cambria Community Services District,CA4010014,3/1/2017,Bi-Monthly,converted to kgal,4,2.149224806,8.746400909,Tiered,13.26,13.795,20.425,0-5-17,0,6.76-8.84-9.87,"$50,000 to $59,999",55000,0,Monthly,4,NA,NA
Cambria Community Services District,CA4010014,3/1/2017,Bi-Monthly,converted to kgal,4,2.149224806,8.746400909,Tiered,13.26,13.795,20.425,0-5-17,0,6.76-8.84-9.87,"$50,000 to $59,999",55000,0,Monthly,5,NA,NA
Cambria Community Services District,CA4010014,3/1/2017,Bi-Monthly,converted to kgal,4,2.149224806,8.746400909,Tiered,13.26,13.795,20.425,0-5-17,0,6.76-8.84-9.87,"$50,000 to $59,999",55000,0,Monthly,6,NA,NA
Cambria Community Services District,CA4010014,3/1/2017,Bi-Monthly,converted to kgal,4,2.149224806,8.746400909,Tiered,13.26,13.795,20.425,0-5-17,0,6.76-8.84-9.87,"$50,000 to $59,999",55000,0,Monthly,7,NA,NA
Cambria Community Services District,CA4010014,3/1/2017,Bi-Monthly,converted to kgal,4,2.149224806,8.746400909,Tiered,13.26,13.795,20.425,0-5-17,0,6.76-8.84-9.87,"$50,000 to $59,999",55000,0,Monthly,8,NA,NA
Camrosa Water District,CA5610063,7/1/2017,Monthly,converted to kgal,14.33660475,2.558971952,4.523831591,Tiered,13.64,45.02,58.66,0-12,0,3.08-3.34,"$100,000 to $124,999",112500,1,Monthly,1,2.30400016,8.976624
Camrosa Water District,CA5610063,7/1/2017,Monthly,converted to kgal,14.33660475,2.558971952,4.523831591,Tiered,13.64,45.02,58.66,0-12,0,3.08-3.34,"$100,000 to $124,999",112500,1,Monthly,2,2.49849368,NA
Camrosa Water District,CA5610063,7/1/2017,Monthly,converted to kgal,14.33660475,2.558971952,4.523831591,Tiered,13.64,45.02,58.66,0-12,0,3.08-3.34,"$100,000 to $124,999",112500,1,Monthly,3,NA,NA
Camrosa Water District,CA5610063,7/1/2017,Monthly,converted to kgal,14.33660475,2.558971952,4.523831591,Tiered,13.64,45.02,58.66,0-12,0,3.08-3.34,"$100,000 to $124,999",112500,1,Monthly,4,NA,NA
Camrosa Water District,CA5610063,7/1/2017,Monthly,converted to kgal,14.33660475,2.558971952,4.523831591,Tiered,13.64,45.02,58.66,0-12,0,3.08-3.34,"$100,000 to $124,999",112500,1,Monthly,5,NA,NA
Camrosa Water District,CA5610063,7/1/2017,Monthly,converted to kgal,14.33660475,2.558971952,4.523831591,Tiered,13.64,45.02,58.66,0-12,0,3.08-3.34,"$100,000 to $124,999",112500,1,Monthly,6,NA,NA
Camrosa Water District,CA5610063,7/1/2017,Monthly,converted to kgal,14.33660475,2.558971952,4.523831591,Tiered,13.64,45.02,58.66,0-12,0,3.08-3.34,"$100,000 to $124,999",112500,1,Monthly,7,NA,NA
Camrosa Water District,CA5610063,7/1/2017,Monthly,converted to kgal,14.33660475,2.558971952,4.523831591,Tiered,13.64,45.02,58.66,0-12,0,3.08-3.34,"$100,000 to $124,999",112500,1,Monthly,8,NA,NA
Carlsbad Municipal Water District,CA3710005,1/1/2017,Monthly,converted to kgal,10.11099398,2.4558299,4.321706136,Tiered,32.54,38.91,71.45,0-11-19,0,3.84-4.57-6.82,"$75,000 to $99,999",87500,0,Monthly,1,2.87251968,8.228572
Carlsbad Municipal Water District,CA3710005,1/1/2017,Monthly,converted to kgal,10.11099398,2.4558299,4.321706136,Tiered,32.54,38.91,71.45,0-11-19,0,3.84-4.57-6.82,"$75,000 to $99,999",87500,0,Monthly,2,3.41859764,14.212988
Carlsbad Municipal Water District,CA3710005,1/1/2017,Monthly,converted to kgal,10.11099398,2.4558299,4.321706136,Tiered,32.54,38.91,71.45,0-11-19,0,3.84-4.57-6.82,"$75,000 to $99,999",87500,0,Monthly,3,5.10171464,NA
Carlsbad Municipal Water District,CA3710005,1/1/2017,Monthly,converted to kgal,10.11099398,2.4558299,4.321706136,Tiered,32.54,38.91,71.45,0-11-19,0,3.84-4.57-6.82,"$75,000 to $99,999",87500,0,Monthly,4,NA,NA
Carlsbad Municipal Water District,CA3710005,1/1/2017,Monthly,converted to kgal,10.11099398,2.4558299,4.321706136,Tiered,32.54,38.91,71.45,0-11-19,0,3.84-4.57-6.82,"$75,000 to $99,999",87500,0,Monthly,5,NA,NA
Carlsbad Municipal Water District,CA3710005,1/1/2017,Monthly,converted to kgal,10.11099398,2.4558299,4.321706136,Tiered,32.54,38.91,71.45,0-11-19,0,3.84-4.57-6.82,"$75,000 to $99,999",87500,0,Monthly,6,NA,NA
Carlsbad Municipal Water District,CA3710005,1/1/2017,Monthly,converted to kgal,10.11099398,2.4558299,4.321706136,Tiered,32.54,38.91,71.45,0-11-19,0,3.84-4.57-6.82,"$75,000 to $99,999",87500,0,Monthly,7,NA,NA
Carlsbad Municipal Water District,CA3710005,1/1/2017,Monthly,converted to kgal,10.11099398,2.4558299,4.321706136,Tiered,32.54,38.91,71.45,0-11-19,0,3.84-4.57-6.82,"$75,000 to $99,999",87500,0,Monthly,8,NA,NA
Carmichael Water District,CA3410004,1/1/2018,Bi-Monthly,converted to kgal,15,2.238897311,9.20825439,Uniform,25.93,10.345,23.31,NA,NA,1.4,"$50,000 to $59,999",55000,0,Monthly,1,1.0472728,NA
Carmichael Water District,CA3410004,1/1/2018,Bi-Monthly,converted to kgal,15,2.238897311,9.20825439,Uniform,25.93,10.345,23.31,NA,NA,1.4,"$50,000 to $59,999",55000,0,Monthly,2,NA,NA
Carmichael Water District,CA3410004,1/1/2018,Bi-Monthly,converted to kgal,15,2.238897311,9.20825439,Uniform,25.93,10.345,23.31,NA,NA,1.4,"$50,000 to $59,999",55000,0,Monthly,3,NA,NA
Carmichael Water District,CA3410004,1/1/2018,Bi-Monthly,converted to kgal,15,2.238897311,9.20825439,Uniform,25.93,10.345,23.31,NA,NA,1.4,"$50,000 to $59,999",55000,0,Monthly,4,NA,NA
Carmichael Water District,CA3410004,1/1/2018,Bi-Monthly,converted to kgal,15,2.238897311,9.20825439,Uniform,25.93,10.345,23.31,NA,NA,1.4,"$50,000 to $59,999",55000,0,Monthly,5,NA,NA
Carmichael Water District,CA3410004,1/1/2018,Bi-Monthly,converted to kgal,15,2.238897311,9.20825439,Uniform,25.93,10.345,23.31,NA,NA,1.4,"$50,000 to $59,999",55000,0,Monthly,6,NA,NA
Carmichael Water District,CA3410004,1/1/2018,Bi-Monthly,converted to kgal,15,2.238897311,9.20825439,Uniform,25.93,10.345,23.31,NA,NA,1.4,"$50,000 to $59,999",55000,0,Monthly,7,NA,NA
Carmichael Water District,CA3410004,1/1/2018,Bi-Monthly,converted to kgal,15,2.238897311,9.20825439,Uniform,25.93,10.345,23.31,NA,NA,1.4,"$50,000 to $59,999",55000,0,Monthly,8,NA,NA
Carpinteria Valley Water District,CA4210001,7/1/2017,Monthly,converted to kgal,8.390131689,2.521929825,4.128506591,Tiered,42.83,34.25,77.08,0-6,0,3.63-4.75,"$60,000 to $74,999",67500,1,Monthly,1,2.71542876,4.488312
Carpinteria Valley Water District,CA4210001,7/1/2017,Monthly,converted to kgal,8.390131689,2.521929825,4.128506591,Tiered,42.83,34.25,77.08,0-6,0,3.63-4.75,"$60,000 to $74,999",67500,1,Monthly,2,3.553247,NA
Carpinteria Valley Water District,CA4210001,7/1/2017,Monthly,converted to kgal,8.390131689,2.521929825,4.128506591,Tiered,42.83,34.25,77.08,0-6,0,3.63-4.75,"$60,000 to $74,999",67500,1,Monthly,3,NA,NA
Carpinteria Valley Water District,CA4210001,7/1/2017,Monthly,converted to kgal,8.390131689,2.521929825,4.128506591,Tiered,42.83,34.25,77.08,0-6,0,3.63-4.75,"$60,000 to $74,999",67500,1,Monthly,4,NA,NA
Carpinteria Valley Water District,CA4210001,7/1/2017,Monthly,converted to kgal,8.390131689,2.521929825,4.128506591,Tiered,42.83,34.25,77.08,0-6,0,3.63-4.75,"$60,000 to $74,999",67500,1,Monthly,5,NA,NA
Carpinteria Valley Water District,CA4210001,7/1/2017,Monthly,converted to kgal,8.390131689,2.521929825,4.128506591,Tiered,42.83,34.25,77.08,0-6,0,3.63-4.75,"$60,000 to $74,999",67500,1,Monthly,6,NA,NA
Carpinteria Valley Water District,CA4210001,7/1/2017,Monthly,converted to kgal,8.390131689,2.521929825,4.128506591,Tiered,42.83,34.25,77.08,0-6,0,3.63-4.75,"$60,000 to $74,999",67500,1,Monthly,7,NA,NA
Carpinteria Valley Water District,CA4210001,7/1/2017,Monthly,converted to kgal,8.390131689,2.521929825,4.128506591,Tiered,42.83,34.25,77.08,0-6,0,3.63-4.75,"$60,000 to $74,999",67500,1,Monthly,8,NA,NA
Castroville Community Services District,CA2710005,8/1/2017,Monthly,converted to kgal,15,3,4,Uniform,18.33,24.15,42.48,NA,NA,1.61,NA,NA,1,Monthly,1,1.20436372,NA
Castroville Community Services District,CA2710005,8/1/2017,Monthly,converted to kgal,15,3,4,Uniform,18.33,24.15,42.48,NA,NA,1.61,NA,NA,1,Monthly,2,NA,NA
Castroville Community Services District,CA2710005,8/1/2017,Monthly,converted to kgal,15,3,4,Uniform,18.33,24.15,42.48,NA,NA,1.61,NA,NA,1,Monthly,3,NA,NA
Castroville Community Services District,CA2710005,8/1/2017,Monthly,converted to kgal,15,3,4,Uniform,18.33,24.15,42.48,NA,NA,1.61,NA,NA,1,Monthly,4,NA,NA
Castroville Community Services District,CA2710005,8/1/2017,Monthly,converted to kgal,15,3,4,Uniform,18.33,24.15,42.48,NA,NA,1.61,NA,NA,1,Monthly,5,NA,NA
Castroville Community Services District,CA2710005,8/1/2017,Monthly,converted to kgal,15,3,4,Uniform,18.33,24.15,42.48,NA,NA,1.61,NA,NA,1,Monthly,6,NA,NA
Castroville Community Services District,CA2710005,8/1/2017,Monthly,converted to kgal,15,3,4,Uniform,18.33,24.15,42.48,NA,NA,1.61,NA,NA,1,Monthly,7,NA,NA
Castroville Community Services District,CA2710005,8/1/2017,Monthly,converted to kgal,15,3,4,Uniform,18.33,24.15,42.48,NA,NA,1.61,NA,NA,1,Monthly,8,NA,NA
Cerritos  City Of,CA1910019,7/1/2018,Monthly,converted to kgal,14.28310599,3.025103536,4.237769773,Tiered,31.08,11.99,43.07,0-10,0,0-2.27,"$75,000 to $99,999",87500,1,Monthly,1,0,7.48052
Cerritos  City Of,CA1910019,7/1/2018,Monthly,converted to kgal,14.28310599,3.025103536,4.237769773,Tiered,31.08,11.99,43.07,0-10,0,0-2.27,"$75,000 to $99,999",87500,1,Monthly,2,1.69807804,NA
Cerritos  City Of,CA1910019,7/1/2018,Monthly,converted to kgal,14.28310599,3.025103536,4.237769773,Tiered,31.08,11.99,43.07,0-10,0,0-2.27,"$75,000 to $99,999",87500,1,Monthly,3,NA,NA
Cerritos  City Of,CA1910019,7/1/2018,Monthly,converted to kgal,14.28310599,3.025103536,4.237769773,Tiered,31.08,11.99,43.07,0-10,0,0-2.27,"$75,000 to $99,999",87500,1,Monthly,4,NA,NA
Cerritos  City Of,CA1910019,7/1/2018,Monthly,converted to kgal,14.28310599,3.025103536,4.237769773,Tiered,31.08,11.99,43.07,0-10,0,0-2.27,"$75,000 to $99,999",87500,1,Monthly,5,NA,NA
Cerritos  City Of,CA1910019,7/1/2018,Monthly,converted to kgal,14.28310599,3.025103536,4.237769773,Tiered,31.08,11.99,43.07,0-10,0,0-2.27,"$75,000 to $99,999",87500,1,Monthly,6,NA,NA
Cerritos  City Of,CA1910019,7/1/2018,Monthly,converted to kgal,14.28310599,3.025103536,4.237769773,Tiered,31.08,11.99,43.07,0-10,0,0-2.27,"$75,000 to $99,999",87500,1,Monthly,7,NA,NA
Cerritos  City Of,CA1910019,7/1/2018,Monthly,converted to kgal,14.28310599,3.025103536,4.237769773,Tiered,31.08,11.99,43.07,0-10,0,0-2.27,"$75,000 to $99,999",87500,1,Monthly,8,NA,NA
Chino  City Of,CA3610012,10/1/2017,Monthly,converted to kgal,12.27317564,3.166507846,4.526822045,Uniform,24.61,34.12,58.73,NA,NA,2.78,"$60,000 to $74,999",67500,1,Monthly,1,2.07958456,NA
Chino  City Of,CA3610012,10/1/2017,Monthly,converted to kgal,12.27317564,3.166507846,4.526822045,Uniform,24.61,34.12,58.73,NA,NA,2.78,"$60,000 to $74,999",67500,1,Monthly,2,NA,NA
Chino  City Of,CA3610012,10/1/2017,Monthly,converted to kgal,12.27317564,3.166507846,4.526822045,Uniform,24.61,34.12,58.73,NA,NA,2.78,"$60,000 to $74,999",67500,1,Monthly,3,NA,NA
Chino  City Of,CA3610012,10/1/2017,Monthly,converted to kgal,12.27317564,3.166507846,4.526822045,Uniform,24.61,34.12,58.73,NA,NA,2.78,"$60,000 to $74,999",67500,1,Monthly,4,NA,NA
Chino  City Of,CA3610012,10/1/2017,Monthly,converted to kgal,12.27317564,3.166507846,4.526822045,Uniform,24.61,34.12,58.73,NA,NA,2.78,"$60,000 to $74,999",67500,1,Monthly,5,NA,NA
Chino  City Of,CA3610012,10/1/2017,Monthly,converted to kgal,12.27317564,3.166507846,4.526822045,Uniform,24.61,34.12,58.73,NA,NA,2.78,"$60,000 to $74,999",67500,1,Monthly,6,NA,NA
Chino  City Of,CA3610012,10/1/2017,Monthly,converted to kgal,12.27317564,3.166507846,4.526822045,Uniform,24.61,34.12,58.73,NA,NA,2.78,"$60,000 to $74,999",67500,1,Monthly,7,NA,NA
Chino  City Of,CA3610012,10/1/2017,Monthly,converted to kgal,12.27317564,3.166507846,4.526822045,Uniform,24.61,34.12,58.73,NA,NA,2.78,"$60,000 to $74,999",67500,1,Monthly,8,NA,NA
Chino Hills  City Of,CA3610036,7/1/2017,Monthly,converted to kgal,13.48073496,2.969996865,4.488484545,Budget,29.54,30.44,59.98,0-indoor-100%,0,2.09-2.37-3.31,"$75,000 to $99,999",87500,1,Monthly,1,1.56342868,NA
Chino Hills  City Of,CA3610036,7/1/2017,Monthly,converted to kgal,13.48073496,2.969996865,4.488484545,Budget,29.54,30.44,59.98,0-indoor-100%,0,2.09-2.37-3.31,"$75,000 to $99,999",87500,1,Monthly,2,1.77288324,NA
Chino Hills  City Of,CA3610036,7/1/2017,Monthly,converted to kgal,13.48073496,2.969996865,4.488484545,Budget,29.54,30.44,59.98,0-indoor-100%,0,2.09-2.37-3.31,"$75,000 to $99,999",87500,1,Monthly,3,2.47605212,NA
Chino Hills  City Of,CA3610036,7/1/2017,Monthly,converted to kgal,13.48073496,2.969996865,4.488484545,Budget,29.54,30.44,59.98,0-indoor-100%,0,2.09-2.37-3.31,"$75,000 to $99,999",87500,1,Monthly,4,NA,NA
Chino Hills  City Of,CA3610036,7/1/2017,Monthly,converted to kgal,13.48073496,2.969996865,4.488484545,Budget,29.54,30.44,59.98,0-indoor-100%,0,2.09-2.37-3.31,"$75,000 to $99,999",87500,1,Monthly,5,NA,NA
Chino Hills  City Of,CA3610036,7/1/2017,Monthly,converted to kgal,13.48073496,2.969996865,4.488484545,Budget,29.54,30.44,59.98,0-indoor-100%,0,2.09-2.37-3.31,"$75,000 to $99,999",87500,1,Monthly,6,NA,NA
Chino Hills  City Of,CA3610036,7/1/2017,Monthly,converted to kgal,13.48073496,2.969996865,4.488484545,Budget,29.54,30.44,59.98,0-indoor-100%,0,2.09-2.37-3.31,"$75,000 to $99,999",87500,1,Monthly,7,NA,NA
Chino Hills  City Of,CA3610036,7/1/2017,Monthly,converted to kgal,13.48073496,2.969996865,4.488484545,Budget,29.54,30.44,59.98,0-indoor-100%,0,2.09-2.37-3.31,"$75,000 to $99,999",87500,1,Monthly,8,NA,NA
Citrus Heights Water District,CA3410006,11/8/2017,Bi-Monthly,converted to kgal,14,2.458482736,8.7573135,Uniform,23.76,7.12,19,NA,NA,1.0167,"$50,000 to $59,999",55000,0,Monthly,1,0.760544468,NA
Citrus Heights Water District,CA3410006,11/8/2017,Bi-Monthly,converted to kgal,14,2.458482736,8.7573135,Uniform,23.76,7.12,19,NA,NA,1.0167,"$50,000 to $59,999",55000,0,Monthly,2,NA,NA
Citrus Heights Water District,CA3410006,11/8/2017,Bi-Monthly,converted to kgal,14,2.458482736,8.7573135,Uniform,23.76,7.12,19,NA,NA,1.0167,"$50,000 to $59,999",55000,0,Monthly,3,NA,NA
Citrus Heights Water District,CA3410006,11/8/2017,Bi-Monthly,converted to kgal,14,2.458482736,8.7573135,Uniform,23.76,7.12,19,NA,NA,1.0167,"$50,000 to $59,999",55000,0,Monthly,4,NA,NA
Citrus Heights Water District,CA3410006,11/8/2017,Bi-Monthly,converted to kgal,14,2.458482736,8.7573135,Uniform,23.76,7.12,19,NA,NA,1.0167,"$50,000 to $59,999",55000,0,Monthly,5,NA,NA
Citrus Heights Water District,CA3410006,11/8/2017,Bi-Monthly,converted to kgal,14,2.458482736,8.7573135,Uniform,23.76,7.12,19,NA,NA,1.0167,"$50,000 to $59,999",55000,0,Monthly,6,NA,NA
Citrus Heights Water District,CA3410006,11/8/2017,Bi-Monthly,converted to kgal,14,2.458482736,8.7573135,Uniform,23.76,7.12,19,NA,NA,1.0167,"$50,000 to $59,999",55000,0,Monthly,7,NA,NA
Citrus Heights Water District,CA3410006,11/8/2017,Bi-Monthly,converted to kgal,14,2.458482736,8.7573135,Uniform,23.76,7.12,19,NA,NA,1.0167,"$50,000 to $59,999",55000,0,Monthly,8,NA,NA
City of Bakersfield,NA,6/1/2017,monthly,converted to kgal,15,3,4,Uniform,9.88,14.1,23.98,NA,NA,0.94,NA,NA,0,Monthly,1,0.70316888,NA
City of Bakersfield,NA,6/1/2017,monthly,converted to kgal,15,3,4,Uniform,9.88,14.1,23.98,NA,NA,0.94,NA,NA,0,Monthly,2,NA,NA
City of Bakersfield,NA,6/1/2017,monthly,converted to kgal,15,3,4,Uniform,9.88,14.1,23.98,NA,NA,0.94,NA,NA,0,Monthly,3,NA,NA
City of Bakersfield,NA,6/1/2017,monthly,converted to kgal,15,3,4,Uniform,9.88,14.1,23.98,NA,NA,0.94,NA,NA,0,Monthly,4,NA,NA
City of Bakersfield,NA,6/1/2017,monthly,converted to kgal,15,3,4,Uniform,9.88,14.1,23.98,NA,NA,0.94,NA,NA,0,Monthly,5,NA,NA
City of Bakersfield,NA,6/1/2017,monthly,converted to kgal,15,3,4,Uniform,9.88,14.1,23.98,NA,NA,0.94,NA,NA,0,Monthly,6,NA,NA
City of Bakersfield,NA,6/1/2017,monthly,converted to kgal,15,3,4,Uniform,9.88,14.1,23.98,NA,NA,0.94,NA,NA,0,Monthly,7,NA,NA
City of Bakersfield,NA,6/1/2017,monthly,converted to kgal,15,3,4,Uniform,9.88,14.1,23.98,NA,NA,0.94,NA,NA,0,Monthly,8,NA,NA
City of Gonzales,CA2710007,7/1/2017,Monthly,converted to kgal,15,3,4,Tiered,0,27.3,27.3,0-26-31-51,0,1.82-1.89-2.07-2.29,NA,NA,1,Monthly,1,1.36145464,19.449352
City of Gonzales,CA2710007,7/1/2017,Monthly,converted to kgal,15,3,4,Tiered,0,27.3,27.3,0-26-31-51,0,1.82-1.89-2.07-2.29,NA,NA,1,Monthly,2,1.41381828,23.189612
City of Gonzales,CA2710007,7/1/2017,Monthly,converted to kgal,15,3,4,Tiered,0,27.3,27.3,0-26-31-51,0,1.82-1.89-2.07-2.29,NA,NA,1,Monthly,3,1.54846764,38.150652
City of Gonzales,CA2710007,7/1/2017,Monthly,converted to kgal,15,3,4,Tiered,0,27.3,27.3,0-26-31-51,0,1.82-1.89-2.07-2.29,NA,NA,1,Monthly,4,1.71303908,NA
City of Gonzales,CA2710007,7/1/2017,Monthly,converted to kgal,15,3,4,Tiered,0,27.3,27.3,0-26-31-51,0,1.82-1.89-2.07-2.29,NA,NA,1,Monthly,5,NA,NA
City of Gonzales,CA2710007,7/1/2017,Monthly,converted to kgal,15,3,4,Tiered,0,27.3,27.3,0-26-31-51,0,1.82-1.89-2.07-2.29,NA,NA,1,Monthly,6,NA,NA
City of Gonzales,CA2710007,7/1/2017,Monthly,converted to kgal,15,3,4,Tiered,0,27.3,27.3,0-26-31-51,0,1.82-1.89-2.07-2.29,NA,NA,1,Monthly,7,NA,NA
City of Gonzales,CA2710007,7/1/2017,Monthly,converted to kgal,15,3,4,Tiered,0,27.3,27.3,0-26-31-51,0,1.82-1.89-2.07-2.29,NA,NA,1,Monthly,8,NA,NA
City of Lindsay,CA5410006,1/1/2009,Monthly,converted to kgal,15,3,4,Uniform,19.97,15.3,35.27,NA,NA,1.02,NA,NA,1,Monthly,1,0.76301304,NA
